{0}(0.00, 0.92, -3.32),(0.32817, -0.18014, 0.01008, 0.92723)|(-0.06, 1.30, -2.89),(-0.37320, 0.04202, 0.01496, -0.92668)|(-0.05, 1.19, -3.05),(-0.46559, 0.04806, -0.00589, -0.88368)|(-0.05, 1.36, -2.84),(-0.17810, -0.03576, 0.04012, -0.98254)|(-0.10, 0.92, -3.35),(-0.21841, -0.34343, -0.09935, 0.90801)|(-0.25, 0.52, -3.20),(0.11318, 0.10298, -0.07051, 0.98571)|(-0.32, 0.11, -3.29),(-0.07992, 0.00449, -0.06656, 0.99457)|(0.11, 0.91, -3.29),(-0.26530, 0.03445, -0.00655, 0.96353)|(0.11, 0.53, -3.06),(0.11707, 0.18904, -0.04012, 0.97414)|(0.06, 0.13, -3.15),(-0.08894, 0.32513, -0.06557, -0.93919)|(-0.08, 1.27, -2.94),(0.43817, -0.01071, 0.02983, 0.89833)|(-0.24, 1.26, -2.95),(-0.14526, -0.18164, -0.33583, -0.91276)|(-0.44, 1.07, -2.89),(-0.07439, 0.45887, 0.44457, 0.76567)|(-0.49, 0.91, -2.69),(-0.42595, 0.56360, 0.33776, 0.62197)|(-0.02, 1.26, -2.94),(0.44137, -0.05283, -0.06397, 0.89348)|(0.13, 1.24, -2.93),(-0.28893, 0.25579, 0.38548, -0.83815)|(0.30, 1.01, -2.87),(0.09120, 0.47173, 0.41217, -0.77413)|(0.35, 0.87, -2.67),(0.30828, 0.67088, 0.31521, -0.59626)|
{0.0166839}(0.00, 0.92, -3.32),(0.32834, -0.17964, 0.00989, 0.92727)|(-0.06, 1.30, -2.89),(-0.37318, 0.04162, 0.01467, -0.92671)|(-0.05, 1.19, -3.05),(-0.46614, 0.04749, -0.00568, -0.88342)|(-0.05, 1.36, -2.84),(-0.17677, -0.03768, 0.03875, -0.98277)|(-0.10, 0.92, -3.35),(-0.21807, -0.34274, -0.09915, 0.90838)|(-0.25, 0.52, -3.20),(0.11339, 0.10312, -0.07055, 0.98566)|(-0.32, 0.11, -3.29),(-0.07992, 0.00418, -0.06651, 0.99457)|(0.11, 0.91, -3.29),(-0.26512, 0.03477, -0.00631, 0.96357)|(0.11, 0.53, -3.06),(0.11695, 0.18915, -0.04010, 0.97414)|(0.06, 0.13, -3.15),(-0.08891, 0.32503, -0.06558, -0.93923)|(-0.08, 1.26, -2.94),(0.43806, -0.00997, 0.02927, 0.89842)|(-0.24, 1.26, -2.95),(-0.14573, -0.18165, -0.33594, -0.91264)|(-0.44, 1.07, -2.88),(-0.07260, 0.45773, 0.44517, 0.76618)|(-0.49, 0.91, -2.69),(-0.42056, 0.56327, 0.34017, 0.62461)|(-0.02, 1.26, -2.94),(0.44105, -0.05238, -0.06487, 0.89360)|(0.14, 1.24, -2.93),(-0.28910, 0.25572, 0.38636, -0.83771)|(0.29, 1.01, -2.87),(0.09042, 0.47056, 0.41382, -0.77405)|(0.35, 0.87, -2.67),(0.30616, 0.66943, 0.32036, -0.59624)|
{0.083354}(0.00, 0.92, -3.32),(0.32840, -0.17939, 0.00984, 0.92729)|(-0.06, 1.30, -2.89),(-0.37311, 0.04146, 0.01463, -0.92674)|(-0.05, 1.19, -3.05),(-0.46631, 0.04727, -0.00552, -0.88334)|(-0.05, 1.36, -2.84),(-0.17615, -0.03817, 0.03833, -0.98288)|(-0.10, 0.92, -3.35),(-0.21793, -0.34265, -0.09880, 0.90848)|(-0.25, 0.52, -3.20),(0.11345, 0.10316, -0.07066, 0.98564)|(-0.32, 0.11, -3.29),(-0.07994, 0.00403, -0.06647, 0.99457)|(0.11, 0.91, -3.29),(-0.26511, 0.03481, -0.00623, 0.96357)|(0.11, 0.53, -3.06),(0.11695, 0.18917, -0.04003, 0.97413)|(0.06, 0.13, -3.15),(-0.08887, 0.32501, -0.06562, -0.93924)|(-0.08, 1.26, -2.94),(0.43788, -0.00949, 0.02890, 0.89852)|(-0.24, 1.26, -2.95),(-0.14605, -0.18186, -0.33542, -0.91274)|(-0.44, 1.07, -2.88),(-0.07059, 0.45739, 0.44573, 0.76625)|(-0.49, 0.91, -2.69),(-0.41833, 0.56324, 0.34141, 0.62546)|(-0.02, 1.26, -2.94),(0.44088, -0.05223, -0.06523, 0.89367)|(0.14, 1.24, -2.93),(-0.28911, 0.25563, 0.38667, -0.83759)|(0.29, 1.01, -2.87),(0.08987, 0.47018, 0.41458, -0.77394)|(0.35, 0.87, -2.67),(0.30493, 0.66866, 0.32320, -0.59620)|
{0.1000207}(0.00, 0.92, -3.32),(0.32843, -0.17915, 0.00977, 0.92733)|(-0.06, 1.30, -2.89),(-0.37309, 0.04115, 0.01462, -0.92677)|(-0.05, 1.19, -3.05),(-0.46652, 0.04690, -0.00532, -0.88325)|(-0.05, 1.36, -2.84),(-0.17557, -0.03832, 0.03800, -0.98299)|(-0.10, 0.92, -3.35),(-0.21779, -0.34249, -0.09858, 0.90860)|(-0.25, 0.52, -3.20),(0.11351, 0.10321, -0.07080, 0.98562)|(-0.32, 0.11, -3.29),(-0.07995, 0.00392, -0.06646, 0.99457)|(0.11, 0.91, -3.29),(-0.26507, 0.03493, -0.00620, 0.96358)|(0.11, 0.53, -3.06),(0.11699, 0.18916, -0.03994, 0.97413)|(0.06, 0.13, -3.15),(-0.08883, 0.32501, -0.06565, -0.93924)|(-0.08, 1.26, -2.94),(0.43768, -0.00914, 0.02867, 0.89863)|(-0.24, 1.26, -2.95),(-0.14652, -0.18214, -0.33475, -0.91285)|(-0.44, 1.07, -2.88),(-0.06854, 0.45722, 0.44628, 0.76622)|(-0.49, 0.91, -2.69),(-0.41579, 0.56338, 0.34294, 0.62619)|(-0.02, 1.26, -2.94),(0.44064, -0.05208, -0.06553, 0.89377)|(0.14, 1.24, -2.93),(-0.28906, 0.25565, 0.38700, -0.83745)|(0.29, 1.01, -2.87),(0.08927, 0.46978, 0.41533, -0.77385)|(0.35, 0.87, -2.67),(0.30373, 0.66780, 0.32594, -0.59628)|
{0.1166876}(0.00, 0.92, -3.32),(0.32844, -0.17902, 0.00973, 0.92735)|(-0.06, 1.30, -2.89),(-0.37304, 0.04099, 0.01460, -0.92679)|(-0.05, 1.19, -3.05),(-0.46662, 0.04672, -0.00524, -0.88321)|(-0.05, 1.36, -2.84),(-0.17520, -0.03833, 0.03787, -0.98306)|(-0.10, 0.92, -3.35),(-0.21772, -0.34241, -0.09850, 0.90866)|(-0.25, 0.52, -3.20),(0.11355, 0.10324, -0.07087, 0.98561)|(-0.32, 0.11, -3.29),(-0.07995, 0.00384, -0.06647, 0.99457)|(0.11, 0.91, -3.29),(-0.26506, 0.03502, -0.00618, 0.96358)|(0.11, 0.53, -3.06),(0.11702, 0.18915, -0.03991, 0.97413)|(0.06, 0.13, -3.15),(-0.08881, 0.32502, -0.06567, -0.93924)|(-0.08, 1.26, -2.94),(0.43754, -0.00891, 0.02854, 0.89870)|(-0.24, 1.26, -2.95),(-0.14678, -0.18225, -0.33450, -0.91288)|(-0.44, 1.07, -2.88),(-0.06753, 0.45716, 0.44654, 0.76619)|(-0.49, 0.91, -2.68),(-0.41447, 0.56347, 0.34383, 0.62650)|(-0.02, 1.26, -2.94),(0.44051, -0.05200, -0.06567, 0.89383)|(0.14, 1.24, -2.93),(-0.28903, 0.25569, 0.38715, -0.83738)|(0.29, 1.01, -2.87),(0.08890, 0.46953, 0.41578, -0.77380)|(0.35, 0.87, -2.67),(0.30310, 0.66736, 0.32730, -0.59635)|
{0.1333376}(0.00, 0.92, -3.32),(0.32847, -0.17882, 0.00969, 0.92738)|(-0.06, 1.30, -2.89),(-0.37298, 0.04068, 0.01462, -0.92683)|(-0.05, 1.19, -3.05),(-0.46682, 0.04637, -0.00510, -0.88312)|(-0.05, 1.36, -2.84),(-0.17452, -0.03834, 0.03774, -0.98318)|(-0.10, 0.92, -3.35),(-0.21759, -0.34221, -0.09848, 0.90876)|(-0.25, 0.52, -3.20),(0.11366, 0.10332, -0.07095, 0.98558)|(-0.32, 0.11, -3.29),(-0.07994, 0.00370, -0.06649, 0.99457)|(0.11, 0.91, -3.29),(-0.26500, 0.03521, -0.00610, 0.96359)|(0.11, 0.53, -3.06),(0.11707, 0.18914, -0.03987, 0.97413)|(0.06, 0.13, -3.15),(-0.08877, 0.32503, -0.06570, -0.93923)|(-0.08, 1.26, -2.94),(0.43725, -0.00849, 0.02833, 0.89886)|(-0.24, 1.26, -2.95),(-0.14721, -0.18244, -0.33420, -0.91288)|(-0.44, 1.07, -2.88),(-0.06660, 0.45709, 0.44681, 0.76616)|(-0.49, 0.91, -2.68),(-0.41213, 0.56357, 0.34552, 0.62701)|(-0.02, 1.26, -2.94),(0.44024, -0.05186, -0.06595, 0.89395)|(0.14, 1.24, -2.93),(-0.28891, 0.25577, 0.38740, -0.83728)|(0.29, 1.01, -2.87),(0.08826, 0.46909, 0.41653, -0.77373)|(0.35, 0.87, -2.67),(0.30207, 0.66663, 0.32948, -0.59648)|
{0.150019}(0.00, 0.92, -3.32),(0.32851, -0.17875, 0.00967, 0.92738)|(-0.06, 1.30, -2.89),(-0.37279, 0.04051, 0.01467, -0.92691)|(-0.05, 1.19, -3.05),(-0.46693, 0.04620, -0.00500, -0.88307)|(-0.05, 1.36, -2.84),(-0.17367, -0.03837, 0.03781, -0.98333)|(-0.10, 0.92, -3.35),(-0.21744, -0.34229, -0.09832, 0.90879)|(-0.25, 0.52, -3.20),(0.11376, 0.10337, -0.07099, 0.98556)|(-0.32, 0.11, -3.29),(-0.07992, 0.00354, -0.06651, 0.99457)|(0.11, 0.91, -3.29),(-0.26487, 0.03540, -0.00603, 0.96361)|(0.11, 0.53, -3.06),(0.11713, 0.18915, -0.03984, 0.97412)|(0.06, 0.13, -3.15),(-0.08876, 0.32501, -0.06572, -0.93924)|(-0.08, 1.26, -2.94),(0.43680, -0.00793, 0.02808, 0.89909)|(-0.24, 1.26, -2.95),(-0.14749, -0.18256, -0.33429, -0.91278)|(-0.44, 1.07, -2.88),(-0.06619, 0.45697, 0.44713, 0.76608)|(-0.49, 0.91, -2.68),(-0.41104, 0.56347, 0.34661, 0.62723)|(-0.02, 1.26, -2.94),(0.44006, -0.05180, -0.06610, 0.89404)|(0.14, 1.24, -2.93),(-0.28883, 0.25581, 0.38752, -0.83724)|(0.29, 1.01, -2.87),(0.08753, 0.46870, 0.41724, -0.77367)|(0.35, 0.87, -2.67),(0.30109, 0.66598, 0.33147, -0.59661)|
{0.1666882}(0.00, 0.92, -3.32),(0.32853, -0.17874, 0.00966, 0.92738)|(-0.06, 1.30, -2.89),(-0.37274, 0.04045, 0.01473, -0.92694)|(-0.05, 1.19, -3.05),(-0.46703, 0.04614, -0.00494, -0.88302)|(-0.05, 1.36, -2.84),(-0.17327, -0.03840, 0.03792, -0.98340)|(-0.10, 0.92, -3.35),(-0.21734, -0.34238, -0.09818, 0.90879)|(-0.25, 0.52, -3.20),(0.11379, 0.10337, -0.07100, 0.98556)|(-0.32, 0.11, -3.29),(-0.07991, 0.00348, -0.06652, 0.99457)|(0.11, 0.91, -3.29),(-0.26479, 0.03546, -0.00601, 0.96363)|(0.11, 0.53, -3.06),(0.11715, 0.18919, -0.03984, 0.97411)|(0.06, 0.13, -3.15),(-0.08876, 0.32498, -0.06573, -0.93925)|(-0.08, 1.26, -2.94),(0.43658, -0.00776, 0.02800, 0.89920)|(-0.24, 1.26, -2.95),(-0.14760, -0.18259, -0.33452, -0.91267)|(-0.44, 1.07, -2.88),(-0.06604, 0.45690, 0.44729, 0.76603)|(-0.49, 0.91, -2.68),(-0.41079, 0.56337, 0.34694, 0.62729)|(-0.02, 1.26, -2.94),(0.43990, -0.05178, -0.06622, 0.89410)|(0.14, 1.24, -2.93),(-0.28881, 0.25582, 0.38755, -0.83722)|(0.29, 1.01, -2.87),(0.08721, 0.46856, 0.41750, -0.77365)|(0.35, 0.87, -2.67),(0.30052, 0.66572, 0.33248, -0.59663)|
{0.1833382}(0.00, 0.92, -3.32),(0.32862, -0.17869, 0.00959, 0.92735)|(-0.06, 1.30, -2.89),(-0.37264, 0.04035, 0.01487, -0.92698)|(-0.05, 1.19, -3.05),(-0.46731, 0.04606, -0.00483, -0.88288)|(-0.05, 1.36, -2.84),(-0.17234, -0.03846, 0.03819, -0.98355)|(-0.10, 0.92, -3.35),(-0.21715, -0.34266, -0.09786, 0.90877)|(-0.25, 0.52, -3.20),(0.11380, 0.10335, -0.07104, 0.98556)|(-0.32, 0.11, -3.29),(-0.07990, 0.00334, -0.06653, 0.99457)|(0.11, 0.91, -3.29),(-0.26463, 0.03558, -0.00594, 0.96368)|(0.11, 0.53, -3.06),(0.11719, 0.18926, -0.03984, 0.97409)|(0.06, 0.13, -3.15),(-0.08876, 0.32490, -0.06574, -0.93928)|(-0.08, 1.26, -2.94),(0.43618, -0.00749, 0.02790, 0.89940)|(-0.24, 1.26, -2.95),(-0.14789, -0.18258, -0.33510, -0.91241)|(-0.44, 1.07, -2.88),(-0.06605, 0.45675, 0.44763, 0.76593)|(-0.49, 0.91, -2.68),(-0.41019, 0.56314, 0.34771, 0.62746)|(-0.02, 1.26, -2.94),(0.43961, -0.05173, -0.06645, 0.89423)|(0.14, 1.24, -2.93),(-0.28890, 0.25578, 0.38753, -0.83722)|(0.29, 1.01, -2.87),(0.08637, 0.46834, 0.41791, -0.77366)|(0.35, 0.87, -2.67),(0.29911, 0.66535, 0.33460, -0.59656)|
{0.2000147}(0.00, 0.92, -3.32),(0.32868, -0.17867, 0.00956, 0.92734)|(-0.06, 1.30, -2.89),(-0.37258, 0.04032, 0.01494, -0.92700)|(-0.05, 1.19, -3.05),(-0.46748, 0.04604, -0.00480, -0.88279)|(-0.05, 1.36, -2.84),(-0.17177, -0.03851, 0.03838, -0.98364)|(-0.10, 0.92, -3.35),(-0.21707, -0.34275, -0.09773, 0.90876)|(-0.25, 0.52, -3.20),(0.11378, 0.10332, -0.07105, 0.98556)|(-0.32, 0.11, -3.29),(-0.07989, 0.00326, -0.06654, 0.99458)|(0.11, 0.91, -3.29),(-0.26455, 0.03565, -0.00591, 0.96369)|(0.11, 0.53, -3.06),(0.11719, 0.18930, -0.03984, 0.97409)|(0.06, 0.13, -3.15),(-0.08876, 0.32487, -0.06575, -0.93929)|(-0.08, 1.26, -2.94),(0.43602, -0.00741, 0.02791, 0.89947)|(-0.24, 1.26, -2.95),(-0.14808, -0.18256, -0.33545, -0.91226)|(-0.44, 1.07, -2.88),(-0.06608, 0.45671, 0.44773, 0.76589)|(-0.49, 0.91, -2.68),(-0.40969, 0.56299, 0.34825, 0.62763)|(-0.02, 1.26, -2.94),(0.43946, -0.05172, -0.06656, 0.89430)|(0.14, 1.24, -2.93),(-0.28894, 0.25575, 0.38751, -0.83722)|(0.29, 1.01, -2.87),(0.08587, 0.46824, 0.41807, -0.77368)|(0.35, 0.87, -2.67),(0.29847, 0.66524, 0.33549, -0.59651)|
